"STATISTIC","Statistic Label","TLIST(A1)","Year","C02480V03003","Type of Offence","C02479V04377","Garda Region","UNIT","VALUE"
"RCD06C04","Crime incident detection rate","2018","2018","04","Dangerous or Negligent Acts","30","Eastern Region","%","85"
"RCD06C04","Crime incident detection rate","2018","2018","04","Dangerous or Negligent Acts","40","Southern Region","%","84"
"RCD06C04","Crime incident detection rate","2018","2018","04","Dangerous or Negligent Acts","IE0","State","%","85"
"RCD06C04","Crime incident detection rate","2018","2018","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","%","24"
"RCD06C04","Crime incident detection rate","2018","2018","05","Kidnapping and Related Offences","20","North Western Region","%","57"
"RCD06C04","Crime incident detection rate","2018","2018","05","Kidnapping and Related Offences","30","Eastern Region","%","38"
"RCD06C04","Crime incident detection rate","2018","2018","05","Kidnapping and Related Offences","40","Southern Region","%","42"
"RCD06C04","Crime incident detection rate","2018","2018","05","Kidnapping and Related Offences","IE0","State","%","38"
"RCD06C04","Crime incident detection rate","2018","2018","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","%","27"
"RCD06C04","Crime incident detection rate","2018","2018","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","%","43"
"RCD06C04","Crime incident detection rate","2018","2018","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","%","38"
"RCD06C04","Crime incident detection rate","2018","2018","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","%","50"
"RCD06C04","Crime incident detection rate","2018","2018","06","Robbery, Extortion and Hijacking Offences","IE0","State","%","31"
"RCD06C04","Crime incident detection rate","2018","2018","07","Burglary and Related Offences","10","Dublin Metropolitan Region","%","16"
"RCD06C04","Crime incident detection rate","2018","2018","07","Burglary and Related Offences","20","North Western Region","%","22"
"RCD06C04","Crime incident detection rate","2018","2018","07","Burglary and Related Offences","30","Eastern Region","%","16"
"RCD06C04","Crime incident detection rate","2018","2018","07","Burglary and Related Offences","40","Southern Region","%","24"
"RCD06C04","Crime incident detection rate","2018","2018","07","Burglary and Related Offences","IE0","State","%","18"
"RCD06C04","Crime incident detection rate","2018","2018","08","Theft and Related Offences","10","Dublin Metropolitan Region","%","31"
"RCD06C04","Crime incident detection rate","2018","2018","08","Theft and Related Offences","20","North Western Region","%","39"
"RCD06C04","Crime incident detection rate","2018","2018","08","Theft and Related Offences","30","Eastern Region","%","36"
"RCD06C04","Crime incident detection rate","2018","2018","08","Theft and Related Offences","40","Southern Region","%","44"
"RCD06C04","Crime incident detection rate","2018","2018","08","Theft and Related Offences","IE0","State","%","35"
"RCD06C04","Crime incident detection rate","2018","2018","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","%","27"
"RCD06C04","Crime incident detection rate","2018","2018","09","Fraud, Deception and Related Offences","20","North Western Region","%","34"
"RCD06C04","Crime incident detection rate","2018","2018","09","Fraud, Deception and Related Offences","30","Eastern Region","%","26"
"RCD06C04","Crime incident detection rate","2018","2018","09","Fraud, Deception and Related Offences","40","Southern Region","%","31"
"RCD06C04","Crime incident detection rate","2018","2018","09","Fraud, Deception and Related Offences","IE0","State","%","29"
"RCD06C04","Crime incident detection rate","2018","2018","10","Controlled Drug Offences","10","Dublin Metropolitan Region","%","89"
"RCD06C04","Crime incident detection rate","2018","2018","10","Controlled Drug Offences","20","North Western Region","%","91"
"RCD06C04","Crime incident detection rate","2018","2018","10","Controlled Drug Offences","30","Eastern Region","%","95"
"RCD06C04","Crime incident detection rate","2018","2018","10","Controlled Drug Offences","40","Southern Region","%","95"
"RCD06C04","Crime incident detection rate","2018","2018","10","Controlled Drug Offences","IE0","State","%","92"
"RCD06C04","Crime incident detection rate","2018","2018","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","%","81"
"RCD06C04","Crime incident detection rate","2018","2018","11","Weapons and Explosives Offences","20","North Western Region","%","70"
"RCD06C04","Crime incident detection rate","2018","2018","11","Weapons and Explosives Offences","30","Eastern Region","%","79"
"RCD06C04","Crime incident detection rate","2018","2018","11","Weapons and Explosives Offences","40","Southern Region","%","80"
"RCD06C04","Crime incident detection rate","2018","2018","11","Weapons and Explosives Offences","IE0","State","%","79"
"RCD06C04","Crime incident detection rate","2018","2018","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","%","17"
"RCD06C04","Crime incident detection rate","2018","2018","12","Damage to Property and to the Environment","20","North Western Region","%","23"
"RCD06C04","Crime incident detection rate","2018","2018","12","Damage to Property and to the Environment","30","Eastern Region","%","21"
"RCD06C04","Crime incident detection rate","2018","2018","12","Damage to Property and to the Environment","40","Southern Region","%","24"
"RCD06C04","Crime incident detection rate","2018","2018","12","Damage to Property and to the Environment","IE0","State","%","20"
"RCD06C04","Crime incident detection rate","2018","2018","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","%","81"
"RCD06C04","Crime incident detection rate","2018","2018","13","Public Order and other Social Code Offences","20","North Western Region","%","86"
"RCD06C04","Crime incident detection rate","2018","2018","13","Public Order and other Social Code Offences","30","Eastern Region","%","83"
"RCD06C04","Crime incident detection rate","2018","2018","13","Public Order and other Social Code Offences","40","Southern Region","%","88"
"RCD06C04","Crime incident detection rate","2018","2018","13","Public Order and other Social Code Offences","IE0","State","%","84"
"RCD06C04","Crime incident detection rate","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","%","60"
"RCD06C04","Crime incident detection rate","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","%","55"
"RCD06C04","Crime incident detection rate","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","%","50"
"RCD06C04","Crime incident detection rate","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","%","53"
"RCD06C04","Crime incident detection rate","2018","2018","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","%","57"
"RCD06C04","Crime incident detection rate","2019","2019","01","Homicide Offences","10","Dublin Metropolitan Region","%","71"
"RCD06C04","Crime incident detection rate","2019","2019","01","Homicide Offences","20","North Western Region","%","83"
"RCD06C04","Crime incident detection rate","2019","2019","01","Homicide Offences","30","Eastern Region","%","73"
"RCD06C04","Crime incident detection rate","2019","2019","01","Homicide Offences","40","Southern Region","%",""
"RCD06C04","Crime incident detection rate","2019","2019","01","Homicide Offences","IE0","State","%","81"
"RCD06C04","Crime incident detection rate","2019","2019","02","Sexual Offences","10","Dublin Metropolitan Region","%","22"
"RCD06C04","Crime incident detection rate","2019","2019","02","Sexual Offences","20","North Western Region","%","25"
"RCD06C04","Crime incident detection rate","2019","2019","02","Sexual Offences","30","Eastern Region","%","26"
"RCD06C04","Crime incident detection rate","2019","2019","02","Sexual Offences","40","Southern Region","%","28"
"RCD06C04","Crime incident detection rate","2019","2019","02","Sexual Offences","IE0","State","%","25"
"RCD06C04","Crime incident detection rate","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","%","23"
"RCD06C04","Crime incident detection rate","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","%","45"
"RCD06C04","Crime incident detection rate","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","%","41"
"RCD06C04","Crime incident detection rate","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","%","42"
"RCD06C04","Crime incident detection rate","2019","2019","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","%","36"
"RCD06C04","Crime incident detection rate","2019","2019","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","%","83"
"RCD06C04","Crime incident detection rate","2019","2019","04","Dangerous or Negligent Acts","20","North Western Region","%","91"
"RCD06C04","Crime incident detection rate","2019","2019","04","Dangerous or Negligent Acts","30","Eastern Region","%","87"
"RCD06C04","Crime incident detection rate","2019","2019","04","Dangerous or Negligent Acts","40","Southern Region","%","88"
"RCD06C04","Crime incident detection rate","2019","2019","04","Dangerous or Negligent Acts","IE0","State","%","88"
"RCD06C04","Crime incident detection rate","2019","2019","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","%","31"
"RCD06C04","Crime incident detection rate","2019","2019","05","Kidnapping and Related Offences","20","North Western Region","%","33"
"RCD06C04","Crime incident detection rate","2019","2019","05","Kidnapping and Related Offences","30","Eastern Region","%","45"
"RCD06C04","Crime incident detection rate","2019","2019","05","Kidnapping and Related Offences","40","Southern Region","%","24"
"RCD06C04","Crime incident detection rate","2019","2019","05","Kidnapping and Related Offences","IE0","State","%","31"
"RCD06C04","Crime incident detection rate","2019","2019","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","%","28"
"RCD06C04","Crime incident detection rate","2019","2019","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","%","40"
"RCD06C04","Crime incident detection rate","2019","2019","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","%","43"
"RCD06C04","Crime incident detection rate","2019","2019","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","%","49"
"RCD06C04","Crime incident detection rate","2019","2019","06","Robbery, Extortion and Hijacking Offences","IE0","State","%","33"
"RCD06C04","Crime incident detection rate","2019","2019","07","Burglary and Related Offences","10","Dublin Metropolitan Region","%","14"
"RCD06C04","Crime incident detection rate","2019","2019","07","Burglary and Related Offences","20","North Western Region","%","20"
"RCD06C04","Crime incident detection rate","2019","2019","07","Burglary and Related Offences","30","Eastern Region","%","15"
"RCD06C04","Crime incident detection rate","2019","2019","07","Burglary and Related Offences","40","Southern Region","%","23"
"RCD06C04","Crime incident detection rate","2019","2019","07","Burglary and Related Offences","IE0","State","%","16"
"RCD06C04","Crime incident detection rate","2019","2019","08","Theft and Related Offences","10","Dublin Metropolitan Region","%","30"
"RCD06C04","Crime incident detection rate","2019","2019","08","Theft and Related Offences","20","North Western Region","%","40"
"RCD06C04","Crime incident detection rate","2019","2019","08","Theft and Related Offences","30","Eastern Region","%","38"
"RCD06C04","Crime incident detection rate","2019","2019","08","Theft and Related Offences","40","Southern Region","%","43"
"RCD06C04","Crime incident detection rate","2019","2019","08","Theft and Related Offences","IE0","State","%","35"
"RCD06C04","Crime incident detection rate","2019","2019","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","%","24"
"RCD06C04","Crime incident detection rate","2019","2019","09","Fraud, Deception and Related Offences","20","North Western Region","%","31"
"RCD06C04","Crime incident detection rate","2019","2019","09","Fraud, Deception and Related Offences","30","Eastern Region","%","27"
"RCD06C04","Crime incident detection rate","2019","2019","09","Fraud, Deception and Related Offences","40","Southern Region","%","32"
"RCD06C04","Crime incident detection rate","2019","2019","09","Fraud, Deception and Related Offences","IE0","State","%","27"
"RCD06C04","Crime incident detection rate","2019","2019","10","Controlled Drug Offences","10","Dublin Metropolitan Region","%","92"
"RCD06C04","Crime incident detection rate","2019","2019","10","Controlled Drug Offences","20","North Western Region","%","92"
"RCD06C04","Crime incident detection rate","2019","2019","10","Controlled Drug Offences","30","Eastern Region","%","96"
"RCD06C04","Crime incident detection rate","2019","2019","10","Controlled Drug Offences","40","Southern Region","%","94"
"RCD06C04","Crime incident detection rate","2019","2019","10","Controlled Drug Offences","IE0","State","%","94"
"RCD06C04","Crime incident detection rate","2019","2019","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","%","78"
"RCD06C04","Crime incident detection rate","2019","2019","11","Weapons and Explosives Offences","20","North Western Region","%","71"
"RCD06C04","Crime incident detection rate","2019","2019","11","Weapons and Explosives Offences","30","Eastern Region","%","73"
"RCD06C04","Crime incident detection rate","2019","2019","11","Weapons and Explosives Offences","40","Southern Region","%","84"
"RCD06C04","Crime incident detection rate","2019","2019","11","Weapons and Explosives Offences","IE0","State","%","77"
"RCD06C04","Crime incident detection rate","2019","2019","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","%","17"
"RCD06C04","Crime incident detection rate","2019","2019","12","Damage to Property and to the Environment","20","North Western Region","%","27"
"RCD06C04","Crime incident detection rate","2019","2019","12","Damage to Property and to the Environment","30","Eastern Region","%","22"
"RCD06C04","Crime incident detection rate","2019","2019","12","Damage to Property and to the Environment","40","Southern Region","%","25"
"RCD06C04","Crime incident detection rate","2019","2019","12","Damage to Property and to the Environment","IE0","State","%","22"
"RCD06C04","Crime incident detection rate","2019","2019","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","%","81"
"RCD06C04","Crime incident detection rate","2019","2019","13","Public Order and other Social Code Offences","20","North Western Region","%","89"
"RCD06C04","Crime incident detection rate","2019","2019","13","Public Order and other Social Code Offences","30","Eastern Region","%","85"
"RCD06C04","Crime incident detection rate","2019","2019","13","Public Order and other Social Code Offences","40","Southern Region","%","90"
"RCD06C04","Crime incident detection rate","2019","2019","13","Public Order and other Social Code Offences","IE0","State","%","86"
"RCD06C04","Crime incident detection rate","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","%","57"
"RCD06C04","Crime incident detection rate","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","%","49"
"RCD06C04","Crime incident detection rate","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","%","46"
"RCD06C04","Crime incident detection rate","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","%","52"
"RCD06C04","Crime incident detection rate","2019","2019","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","%","54"
"RCD06C04","Crime incident detection rate","2020","2020","01","Homicide Offences","10","Dublin Metropolitan Region","%","87"
"RCD06C04","Crime incident detection rate","2020","2020","01","Homicide Offences","20","North Western Region","%","64"
"RCD06C04","Crime incident detection rate","2020","2020","01","Homicide Offences","30","Eastern Region","%",""
"RCD06C04","Crime incident detection rate","2020","2020","01","Homicide Offences","40","Southern Region","%","78"
"RCD06C04","Crime incident detection rate","2020","2020","01","Homicide Offences","IE0","State","%","83"
"RCD06C04","Crime incident detection rate","2020","2020","02","Sexual Offences","10","Dublin Metropolitan Region","%","22"
"RCD06C04","Crime incident detection rate","2020","2020","02","Sexual Offences","20","North Western Region","%","18"
"RCD06C04","Crime incident detection rate","2020","2020","02","Sexual Offences","30","Eastern Region","%","31"
"RCD06C04","Crime incident detection rate","2020","2020","02","Sexual Offences","40","Southern Region","%","26"
"RCD06C04","Crime incident detection rate","2020","2020","02","Sexual Offences","IE0","State","%","24"
"RCD06C04","Crime incident detection rate","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","%","31"
"RCD06C04","Crime incident detection rate","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","%","44"
"RCD06C04","Crime incident detection rate","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","%","46"
"RCD06C04","Crime incident detection rate","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","%","43"
"RCD06C04","Crime incident detection rate","2020","2020","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","%","40"
"RCD06C04","Crime incident detection rate","2020","2020","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","%","86"
"RCD06C04","Crime incident detection rate","2020","2020","04","Dangerous or Negligent Acts","20","North Western Region","%","90"
"RCD06C04","Crime incident detection rate","2020","2020","04","Dangerous or Negligent Acts","30","Eastern Region","%","89"
"RCD06C04","Crime incident detection rate","2020","2020","04","Dangerous or Negligent Acts","40","Southern Region","%","86"
"RCD06C04","Crime incident detection rate","2020","2020","04","Dangerous or Negligent Acts","IE0","State","%","88"
"RCD06C04","Crime incident detection rate","2020","2020","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","%","52"
"RCD06C04","Crime incident detection rate","2020","2020","05","Kidnapping and Related Offences","20","North Western Region","%","49"
"RCD06C04","Crime incident detection rate","2020","2020","05","Kidnapping and Related Offences","30","Eastern Region","%","39"
"RCD06C04","Crime incident detection rate","2020","2020","05","Kidnapping and Related Offences","40","Southern Region","%","67"
"RCD06C04","Crime incident detection rate","2020","2020","05","Kidnapping and Related Offences","IE0","State","%","51"
"RCD06C04","Crime incident detection rate","2020","2020","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","%","33"
"RCD06C04","Crime incident detection rate","2020","2020","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","%","36"
"RCD06C04","Crime incident detection rate","2020","2020","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","%","47"
"RCD06C04","Crime incident detection rate","2020","2020","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","%","50"
"RCD06C04","Crime incident detection rate","2020","2020","06","Robbery, Extortion and Hijacking Offences","IE0","State","%","37"
"RCD06C04","Crime incident detection rate","2020","2020","07","Burglary and Related Offences","10","Dublin Metropolitan Region","%","23"
"RCD06C04","Crime incident detection rate","2020","2020","07","Burglary and Related Offences","20","North Western Region","%","24"
"RCD06C04","Crime incident detection rate","2020","2020","07","Burglary and Related Offences","30","Eastern Region","%","21"
"RCD06C04","Crime incident detection rate","2020","2020","07","Burglary and Related Offences","40","Southern Region","%","31"
"RCD06C04","Crime incident detection rate","2020","2020","07","Burglary and Related Offences","IE0","State","%","24"
"RCD06C04","Crime incident detection rate","2020","2020","08","Theft and Related Offences","10","Dublin Metropolitan Region","%","33"
"RCD06C04","Crime incident detection rate","2020","2020","08","Theft and Related Offences","20","North Western Region","%","42"
"RCD06C04","Crime incident detection rate","2020","2020","08","Theft and Related Offences","30","Eastern Region","%","39"
"RCD06C04","Crime incident detection rate","2020","2020","08","Theft and Related Offences","40","Southern Region","%","48"
"RCD06C04","Crime incident detection rate","2020","2020","08","Theft and Related Offences","IE0","State","%","38"
"RCD06C04","Crime incident detection rate","2020","2020","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","%","24"
"RCD06C04","Crime incident detection rate","2020","2020","09","Fraud, Deception and Related Offences","20","North Western Region","%","26"
"RCD06C04","Crime incident detection rate","2020","2020","09","Fraud, Deception and Related Offences","30","Eastern Region","%","26"
"RCD06C04","Crime incident detection rate","2020","2020","09","Fraud, Deception and Related Offences","40","Southern Region","%","29"
"RCD06C04","Crime incident detection rate","2020","2020","09","Fraud, Deception and Related Offences","IE0","State","%","25"
"RCD06C04","Crime incident detection rate","2020","2020","10","Controlled Drug Offences","10","Dublin Metropolitan Region","%","92"
"RCD06C04","Crime incident detection rate","2020","2020","10","Controlled Drug Offences","20","North Western Region","%","90"
"RCD06C04","Crime incident detection rate","2020","2020","10","Controlled Drug Offences","30","Eastern Region","%","95"
"RCD06C04","Crime incident detection rate","2020","2020","10","Controlled Drug Offences","40","Southern Region","%","93"
"RCD06C04","Crime incident detection rate","2020","2020","10","Controlled Drug Offences","IE0","State","%","92"
"RCD06C04","Crime incident detection rate","2020","2020","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","%","81"
"RCD06C04","Crime incident detection rate","2020","2020","11","Weapons and Explosives Offences","20","North Western Region","%","75"
"RCD06C04","Crime incident detection rate","2020","2020","11","Weapons and Explosives Offences","30","Eastern Region","%","75"
"RCD06C04","Crime incident detection rate","2020","2020","11","Weapons and Explosives Offences","40","Southern Region","%","81"
"RCD06C04","Crime incident detection rate","2020","2020","11","Weapons and Explosives Offences","IE0","State","%","79"
"RCD06C04","Crime incident detection rate","2020","2020","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","%","23"
"RCD06C04","Crime incident detection rate","2020","2020","12","Damage to Property and to the Environment","20","North Western Region","%","26"
"RCD06C04","Crime incident detection rate","2020","2020","12","Damage to Property and to the Environment","30","Eastern Region","%","27"
"RCD06C04","Crime incident detection rate","2020","2020","12","Damage to Property and to the Environment","40","Southern Region","%","27"
"RCD06C04","Crime incident detection rate","2020","2020","12","Damage to Property and to the Environment","IE0","State","%","25"
"RCD06C04","Crime incident detection rate","2020","2020","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","%","86"
"RCD06C04","Crime incident detection rate","2020","2020","13","Public Order and other Social Code Offences","20","North Western Region","%","87"
"RCD06C04","Crime incident detection rate","2020","2020","13","Public Order and other Social Code Offences","30","Eastern Region","%","84"
"RCD06C04","Crime incident detection rate","2020","2020","13","Public Order and other Social Code Offences","40","Southern Region","%","90"
"RCD06C04","Crime incident detection rate","2020","2020","13","Public Order and other Social Code Offences","IE0","State","%","87"
"RCD06C04","Crime incident detection rate","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","10","Dublin Metropolitan Region","%","64"
"RCD06C04","Crime incident detection rate","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","20","North Western Region","%","62"
"RCD06C04","Crime incident detection rate","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","30","Eastern Region","%","58"
"RCD06C04","Crime incident detection rate","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","40","Southern Region","%","52"
"RCD06C04","Crime incident detection rate","2020","2020","15","Offences against Government, Justice Procedures and Organisation of Crime","IE0","State","%","60"
"RCD06C04","Crime incident detection rate","2021","2021","01","Homicide Offences","10","Dublin Metropolitan Region","%","84"
"RCD06C04","Crime incident detection rate","2021","2021","01","Homicide Offences","20","North Western Region","%","83"
"RCD06C04","Crime incident detection rate","2021","2021","01","Homicide Offences","30","Eastern Region","%","92"
"RCD06C04","Crime incident detection rate","2021","2021","01","Homicide Offences","40","Southern Region","%","92"
"RCD06C04","Crime incident detection rate","2021","2021","01","Homicide Offences","IE0","State","%","87"
"RCD06C04","Crime incident detection rate","2021","2021","02","Sexual Offences","10","Dublin Metropolitan Region","%","19"
"RCD06C04","Crime incident detection rate","2021","2021","02","Sexual Offences","20","North Western Region","%","13"
"RCD06C04","Crime incident detection rate","2021","2021","02","Sexual Offences","30","Eastern Region","%","23"
"RCD06C04","Crime incident detection rate","2021","2021","02","Sexual Offences","40","Southern Region","%","19"
"RCD06C04","Crime incident detection rate","2021","2021","02","Sexual Offences","IE0","State","%","19"
"RCD06C04","Crime incident detection rate","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","10","Dublin Metropolitan Region","%","26"
"RCD06C04","Crime incident detection rate","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","20","North Western Region","%","39"
"RCD06C04","Crime incident detection rate","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","30","Eastern Region","%","43"
"RCD06C04","Crime incident detection rate","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","40","Southern Region","%","39"
"RCD06C04","Crime incident detection rate","2021","2021","03","Attempts/Threats to Murder, Assaults, Harassment and Related offences","IE0","State","%","35"
"RCD06C04","Crime incident detection rate","2021","2021","04","Dangerous or Negligent Acts","10","Dublin Metropolitan Region","%","84"
"RCD06C04","Crime incident detection rate","2021","2021","04","Dangerous or Negligent Acts","20","North Western Region","%","90"
"RCD06C04","Crime incident detection rate","2021","2021","04","Dangerous or Negligent Acts","30","Eastern Region","%","89"
"RCD06C04","Crime incident detection rate","2021","2021","04","Dangerous or Negligent Acts","40","Southern Region","%","85"
"RCD06C04","Crime incident detection rate","2021","2021","04","Dangerous or Negligent Acts","IE0","State","%","87"
"RCD06C04","Crime incident detection rate","2021","2021","05","Kidnapping and Related Offences","10","Dublin Metropolitan Region","%","36"
"RCD06C04","Crime incident detection rate","2021","2021","05","Kidnapping and Related Offences","20","North Western Region","%","40"
"RCD06C04","Crime incident detection rate","2021","2021","05","Kidnapping and Related Offences","30","Eastern Region","%","53"
"RCD06C04","Crime incident detection rate","2021","2021","05","Kidnapping and Related Offences","40","Southern Region","%","35"
"RCD06C04","Crime incident detection rate","2021","2021","05","Kidnapping and Related Offences","IE0","State","%","41"
"RCD06C04","Crime incident detection rate","2021","2021","06","Robbery, Extortion and Hijacking Offences","10","Dublin Metropolitan Region","%","27"
"RCD06C04","Crime incident detection rate","2021","2021","06","Robbery, Extortion and Hijacking Offences","20","North Western Region","%","19"
"RCD06C04","Crime incident detection rate","2021","2021","06","Robbery, Extortion and Hijacking Offences","30","Eastern Region","%","35"
"RCD06C04","Crime incident detection rate","2021","2021","06","Robbery, Extortion and Hijacking Offences","40","Southern Region","%","42"
"RCD06C04","Crime incident detection rate","2021","2021","06","Robbery, Extortion and Hijacking Offences","IE0","State","%","29"
"RCD06C04","Crime incident detection rate","2021","2021","07","Burglary and Related Offences","10","Dublin Metropolitan Region","%","20"
"RCD06C04","Crime incident detection rate","2021","2021","07","Burglary and Related Offences","20","North Western Region","%","17"
"RCD06C04","Crime incident detection rate","2021","2021","07","Burglary and Related Offences","30","Eastern Region","%","20"
"RCD06C04","Crime incident detection rate","2021","2021","07","Burglary and Related Offences","40","Southern Region","%","29"
"RCD06C04","Crime incident detection rate","2021","2021","07","Burglary and Related Offences","IE0","State","%","21"
"RCD06C04","Crime incident detection rate","2021","2021","08","Theft and Related Offences","10","Dublin Metropolitan Region","%","30"
"RCD06C04","Crime incident detection rate","2021","2021","08","Theft and Related Offences","20","North Western Region","%","36"
"RCD06C04","Crime incident detection rate","2021","2021","08","Theft and Related Offences","30","Eastern Region","%","39"
"RCD06C04","Crime incident detection rate","2021","2021","08","Theft and Related Offences","40","Southern Region","%","42"
"RCD06C04","Crime incident detection rate","2021","2021","08","Theft and Related Offences","IE0","State","%","34"
"RCD06C04","Crime incident detection rate","2021","2021","09","Fraud, Deception and Related Offences","10","Dublin Metropolitan Region","%","9"
"RCD06C04","Crime incident detection rate","2021","2021","09","Fraud, Deception and Related Offences","20","North Western Region","%","7"
"RCD06C04","Crime incident detection rate","2021","2021","09","Fraud, Deception and Related Offences","30","Eastern Region","%","7"
"RCD06C04","Crime incident detection rate","2021","2021","09","Fraud, Deception and Related Offences","40","Southern Region","%","8"
"RCD06C04","Crime incident detection rate","2021","2021","09","Fraud, Deception and Related Offences","IE0","State","%","8"
"RCD06C04","Crime incident detection rate","2021","2021","10","Controlled Drug Offences","10","Dublin Metropolitan Region","%","88"
"RCD06C04","Crime incident detection rate","2021","2021","10","Controlled Drug Offences","20","North Western Region","%","84"
"RCD06C04","Crime incident detection rate","2021","2021","10","Controlled Drug Offences","30","Eastern Region","%","92"
"RCD06C04","Crime incident detection rate","2021","2021","10","Controlled Drug Offences","40","Southern Region","%","90"
"RCD06C04","Crime incident detection rate","2021","2021","10","Controlled Drug Offences","IE0","State","%","89"
"RCD06C04","Crime incident detection rate","2021","2021","11","Weapons and Explosives Offences","10","Dublin Metropolitan Region","%","79"
"RCD06C04","Crime incident detection rate","2021","2021","11","Weapons and Explosives Offences","20","North Western Region","%","69"
"RCD06C04","Crime incident detection rate","2021","2021","11","Weapons and Explosives Offences","30","Eastern Region","%","71"
"RCD06C04","Crime incident detection rate","2021","2021","11","Weapons and Explosives Offences","40","Southern Region","%","72"
"RCD06C04","Crime incident detection rate","2021","2021","11","Weapons and Explosives Offences","IE0","State","%","75"
"RCD06C04","Crime incident detection rate","2021","2021","12","Damage to Property and to the Environment","10","Dublin Metropolitan Region","%","21"
"RCD06C04","Crime incident detection rate","2021","2021","12","Damage to Property and to the Environment","20","North Western Region","%","24"
"RCD06C04","Crime incident detection rate","2021","2021","12","Damage to Property and to the Environment","30","Eastern Region","%","24"
"RCD06C04","Crime incident detection rate","2021","2021","12","Damage to Property and to the Environment","40","Southern Region","%","25"
"RCD06C04","Crime incident detection rate","2021","2021","12","Damage to Property and to the Environment","IE0","State","%","23"
"RCD06C04","Crime incident detection rate","2021","2021","13","Public Order and other Social Code Offences","10","Dublin Metropolitan Region","%","83"
"RCD06C04","Crime incident detection rate","2021","2021","13","Public Order and other Social Code Offences","20","North Western Region","%","84"
"RCD06C04","Crime incident detection rate","2021","2021","13","Public Order and other Social Code Offences","30","Eastern Region","%","85"
